,Respondent,LanguageDesireNextYear
9289,22483,Python
9289,22483,WebAssembly
9290,22485,C++
9290,22485,C#
9290,22485,F#
9290,22485,Go
9290,22485,HTML/CSS
9290,22485,JavaScript
9290,22485,Python
9290,22485,SQL
9290,22485,WebAssembly
9291,22487,Bash/Shell/PowerShell
9291,22487,C++
9291,22487,HTML/CSS
9291,22487,Python
9291,22487,Ruby
9291,22487,SQL
9291,22487,Swift
9292,22491,Clojure
9292,22491,Go
9292,22491,HTML/CSS
9292,22491,JavaScript
9292,22491,PHP
9292,22491,TypeScript
9293,22493,Go
9293,22493,JavaScript
9293,22493,Kotlin
9293,22493,Swift
9294,22495,HTML/CSS
9294,22495,JavaScript
9294,22495,TypeScript
9295,22498,Assembly
9295,22498,C
9295,22498,C++
9295,22498,Go
9295,22498,Python
9295,22498,Rust
9295,22498,Scala
9295,22498,SQL
9296,22500,C#
9296,22500,SQL
9296,22500,TypeScript
9297,22501,C#
9297,22501,F#
9297,22501,HTML/CSS
9297,22501,JavaScript
9297,22501,SQL
9297,22501,TypeScript
9297,22501,WebAssembly
9298,22502,Assembly
9298,22502,Bash/Shell/PowerShell
9298,22502,C
9298,22502,C++
9298,22502,Java
9298,22502,JavaScript
9298,22502,Python
9298,22502,SQL
9298,22502,WebAssembly
9299,22504,Bash/Shell/PowerShell
9299,22504,Elixir
9299,22504,HTML/CSS
9299,22504,JavaScript
9299,22504,Ruby
9300,22505,Ruby
9300,22505,SQL
9300,22505,WebAssembly
9301,22506,Bash/Shell/PowerShell
9301,22506,C#
9301,22506,Java
9301,22506,Python
9301,22506,SQL
9302,22507,Python
9302,22507,SQL
9303,22510,Rust
9304,22515,JavaScript
9304,22515,Python
9305,22517,Bash/Shell/PowerShell
9305,22517,C
9305,22517,C++
9305,22517,C#
9305,22517,Python
9305,22517,Other(s):
9306,22520,Assembly
9306,22520,Bash/Shell/PowerShell
9306,22520,C
9306,22520,C++
9306,22520,Erlang
9306,22520,Go
9306,22520,JavaScript
9306,22520,Python
9307,22522,HTML/CSS
9307,22522,Python
9307,22522,R
9307,22522,SQL
9308,22523,HTML/CSS
9308,22523,JavaScript
9308,22523,PHP
9308,22523,Python
9308,22523,SQL
9309,22527,C++
9309,22527,Scala
9309,22527,SQL
9310,22529,Go
9310,22529,Rust
9311,22530,TypeScript
9312,22534,C++
9312,22534,HTML/CSS
9312,22534,Java
9312,22534,JavaScript
9312,22534,Kotlin
9312,22534,Python
9312,22534,Rust
9312,22534,Scala
9312,22534,Swift
9312,22534,WebAssembly
9313,22537,Bash/Shell/PowerShell
9313,22537,C
9313,22537,C++
9313,22537,C#
9313,22537,Java
9313,22537,Kotlin
9313,22537,Ruby
9313,22537,Rust
9313,22537,SQL
9313,22537,Swift
9314,22538,
9315,22539,Bash/Shell/PowerShell
9315,22539,C++
9315,22539,HTML/CSS
9315,22539,Kotlin
9315,22539,Python
9315,22539,R
9316,22540,Bash/Shell/PowerShell
9316,22540,C
9316,22540,Go
9316,22540,Rust
9316,22540,WebAssembly
9316,22540,Other(s):
9317,22542,Bash/Shell/PowerShell
9317,22542,C
9317,22542,Go
9317,22542,HTML/CSS
9317,22542,JavaScript
9317,22542,SQL
9318,22544,C#
9318,22544,JavaScript
9318,22544,Python
9318,22544,Ruby
9318,22544,SQL
9319,22546,Rust
9319,22546,Scala
9319,22546,TypeScript
9320,22549,Java
9320,22549,SQL
9321,22552,Clojure
9321,22552,Python
9321,22552,TypeScript
9321,22552,Other(s):
9322,22559,JavaScript
9322,22559,Python
9322,22559,TypeScript
9323,22561,
9324,22563,Bash/Shell/PowerShell
9324,22563,C
9324,22563,C++
9324,22563,C#
9324,22563,HTML/CSS
9324,22563,Java
9324,22563,JavaScript
9324,22563,Python
9324,22563,SQL
9324,22563,Swift
9324,22563,TypeScript
9325,22565,JavaScript
9325,22565,Ruby
9325,22565,SQL
9326,22567,Go
9326,22567,Rust
9326,22567,TypeScript
9326,22567,WebAssembly
9327,22571,HTML/CSS
9327,22571,JavaScript
9327,22571,Python
9328,22574,Bash/Shell/PowerShell
9328,22574,C#
9328,22574,HTML/CSS
9328,22574,JavaScript
9329,22576,C#
9329,22576,JavaScript
9330,22577,Bash/Shell/PowerShell
9330,22577,C#
9330,22577,HTML/CSS
9330,22577,JavaScript
9330,22577,SQL
9330,22577,TypeScript
9331,22578,Assembly
9331,22578,Bash/Shell/PowerShell
9331,22578,Java
9331,22578,JavaScript
9331,22578,Kotlin
9331,22578,PHP
9331,22578,SQL
9331,22578,Swift
9331,22578,WebAssembly
9331,22578,Other(s):
9332,22580,Bash/Shell/PowerShell
9332,22580,C#
9332,22580,HTML/CSS
9332,22580,JavaScript
9332,22580,Kotlin
9332,22580,Python
9332,22580,SQL
9332,22580,Swift
9333,22583,Bash/Shell/PowerShell
9333,22583,C#
9333,22583,Dart
9333,22583,F#
9333,22583,HTML/CSS
9333,22583,Kotlin
9333,22583,Python
9333,22583,SQL
9333,22583,TypeScript
9334,22584,Bash/Shell/PowerShell
9334,22584,HTML/CSS
9334,22584,JavaScript
9334,22584,Python
9335,22586,Python
9336,22588,C#
9336,22588,HTML/CSS
9336,22588,JavaScript
9336,22588,SQL
9337,22593,C#
9337,22593,HTML/CSS
9337,22593,JavaScript
9337,22593,SQL
9337,22593,TypeScript
9338,22594,Elixir
9338,22594,Go
9338,22594,Python
9338,22594,Rust
9338,22594,SQL
9339,22595,Bash/Shell/PowerShell
9339,22595,C#
9339,22595,HTML/CSS
9339,22595,Python
9339,22595,SQL
9339,22595,TypeScript
9339,22595,WebAssembly
9340,22597,Clojure
9340,22597,Python
9341,22604,Kotlin
9341,22604,Python
9341,22604,Ruby
9342,22608,C#
9342,22608,HTML/CSS
9342,22608,JavaScript
9342,22608,Python
9342,22608,SQL
9342,22608,WebAssembly
9343,22609,Bash/Shell/PowerShell
9343,22609,C#
9343,22609,Go
9343,22609,JavaScript
9343,22609,Python
9343,22609,SQL
9344,22611,Python
9344,22611,WebAssembly
9345,22612,Bash/Shell/PowerShell
9345,22612,HTML/CSS
9345,22612,JavaScript
9345,22612,Python
9345,22612,SQL
9346,22613,HTML/CSS
9346,22613,JavaScript
9346,22613,TypeScript
9347,22614,C#
9347,22614,HTML/CSS
9347,22614,JavaScript
9347,22614,Python
9347,22614,R
9347,22614,SQL
9348,22617,C++
9348,22617,C#
9348,22617,HTML/CSS
9348,22617,Java
9348,22617,JavaScript
9348,22617,PHP
9348,22617,SQL
9349,22622,Go
9349,22622,JavaScript
9349,22622,Kotlin
9349,22622,Python
9349,22622,Swift
9350,22623,Assembly
9350,22623,C#
9350,22623,Clojure
9350,22623,Elixir
9350,22623,F#
9350,22623,Rust
9350,22623,TypeScript
9350,22623,WebAssembly
9351,22624,C#
9351,22624,HTML/CSS
9351,22624,JavaScript
9351,22624,Python
9351,22624,SQL
9351,22624,TypeScript
9352,22628,Bash/Shell/PowerShell
9352,22628,Go
9352,22628,HTML/CSS
9352,22628,Java
9352,22628,JavaScript
9352,22628,Kotlin
9352,22628,PHP
9352,22628,Python
9352,22628,SQL
9353,22630,HTML/CSS
9353,22630,JavaScript
9353,22630,PHP
9353,22630,Rust
9353,22630,SQL
9354,22631,HTML/CSS
9354,22631,JavaScript
9354,22631,PHP
9354,22631,Python
9354,22631,Ruby
9355,22640,Bash/Shell/PowerShell
9355,22640,C++
9355,22640,Go
9355,22640,JavaScript
9355,22640,PHP
9355,22640,Python
9355,22640,Rust
9355,22640,SQL
9355,22640,TypeScript
9355,22640,WebAssembly
9356,22642,Assembly
9356,22642,Bash/Shell/PowerShell
9356,22642,C
9356,22642,C++
9356,22642,C#
9356,22642,HTML/CSS
9356,22642,Java
9356,22642,JavaScript
9356,22642,Objective-C
9356,22642,Python
9356,22642,Swift
9356,22642,Other(s):
9357,22643,Python
9357,22643,Other(s):
9358,22644,C++
9358,22644,Dart
9358,22644,Go
9358,22644,Kotlin
9358,22644,Rust
9358,22644,TypeScript
9358,22644,WebAssembly
9358,22644,Other(s):
9359,22650,Bash/Shell/PowerShell
9359,22650,HTML/CSS
9359,22650,Java
9359,22650,JavaScript
9359,22650,SQL
9359,22650,TypeScript
9359,22650,Other(s):
9360,22652,HTML/CSS
9360,22652,Java
9360,22652,JavaScript
9360,22652,PHP
9360,22652,Python
9360,22652,R
9360,22652,SQL
9361,22654,JavaScript
9361,22654,SQL
9361,22654,VBA
9362,22655,Ruby
9363,22656,JavaScript
9363,22656,Kotlin
9363,22656,Ruby
9364,22659,C#
9364,22659,TypeScript
9365,22663,HTML/CSS
9365,22663,PHP
9365,22663,Swift
9366,22666,C#
9366,22666,Java
9366,22666,JavaScript
9366,22666,SQL
9367,22670,Java
9367,22670,Kotlin
9367,22670,Objective-C
9367,22670,Python
9367,22670,Swift
9368,22671,Go
9368,22671,Java
9368,22671,Kotlin
9368,22671,Ruby
9369,22672,Java
9369,22672,JavaScript
9369,22672,Python
9369,22672,SQL
9370,22676,Ruby
9370,22676,WebAssembly
9371,22679,C#
9371,22679,Dart
9371,22679,Java
9371,22679,JavaScript
9371,22679,Kotlin
9371,22679,Python
9371,22679,Scala
9371,22679,Swift
9372,22680,Java
9372,22680,Kotlin
9372,22680,Python
9372,22680,SQL
9372,22680,TypeScript
9373,22690,Assembly
9373,22690,Bash/Shell/PowerShell
9373,22690,C
9373,22690,C++
9373,22690,C#
9373,22690,Java
9373,22690,JavaScript
9373,22690,Rust
9374,22691,C#
9374,22691,Dart
9374,22691,Go
9374,22691,Kotlin
9374,22691,Ruby
9375,22692,Bash/Shell/PowerShell
9375,22692,HTML/CSS
9375,22692,Java
9375,22692,JavaScript
9375,22692,Kotlin
9375,22692,Python
9375,22692,SQL
9376,22694,Dart
9376,22694,Kotlin
9377,22695,HTML/CSS
9377,22695,JavaScript
9377,22695,PHP
9377,22695,SQL
9377,22695,Other(s):
9378,22696,C++
9378,22696,HTML/CSS
9378,22696,Java
9378,22696,JavaScript
9378,22696,SQL
9378,22696,TypeScript
9379,22699,Bash/Shell/PowerShell
9379,22699,Go
9379,22699,HTML/CSS
9379,22699,Java
9379,22699,JavaScript
9379,22699,SQL
9380,22701,C
9380,22701,Clojure
9380,22701,Dart
9380,22701,Elixir
9380,22701,Erlang
9380,22701,Go
9380,22701,Java
9380,22701,Rust
9380,22701,Other(s):
9381,22705,C
9381,22705,C++
9381,22705,Erlang
9381,22705,Go
9381,22705,Python
9382,22706,Go
9382,22706,WebAssembly
9383,22711,C++
9383,22711,Java
9383,22711,JavaScript
9383,22711,Kotlin
9383,22711,Other(s):
9384,22715,HTML/CSS
9384,22715,Kotlin
9384,22715,Scala
9384,22715,TypeScript
9385,22720,Dart
9385,22720,Go
9385,22720,HTML/CSS
9385,22720,Java
9385,22720,JavaScript
9385,22720,Kotlin
9385,22720,PHP
9385,22720,Python
9385,22720,Rust
9385,22720,SQL
9385,22720,TypeScript
9385,22720,WebAssembly
9386,22722,Dart
9386,22722,HTML/CSS
9386,22722,Java
9386,22722,JavaScript
9386,22722,PHP
9386,22722,Python
9386,22722,SQL
9386,22722,Swift
9387,22723,Bash/Shell/PowerShell
9387,22723,HTML/CSS
9387,22723,JavaScript
9387,22723,Kotlin
9387,22723,PHP
9387,22723,SQL
9388,22724,C#
9388,22724,Dart
9389,22727,HTML/CSS
9389,22727,JavaScript
9390,22739,Bash/Shell/PowerShell
9390,22739,HTML/CSS
9390,22739,JavaScript
9390,22739,SQL
9390,22739,Swift
9390,22739,Other(s):
9391,22741,Dart
9392,22742,Bash/Shell/PowerShell
9392,22742,C#
9392,22742,HTML/CSS
9392,22742,Java
9392,22742,JavaScript
9392,22742,SQL
9393,22744,Bash/Shell/PowerShell
9393,22744,Go
9393,22744,JavaScript
9393,22744,Python
9393,22744,R
9393,22744,Ruby
9393,22744,Rust
9393,22744,SQL
9394,22748,C#
9394,22748,Scala
9394,22748,Swift
9395,22749,HTML/CSS
9395,22749,Java
9395,22749,JavaScript
9395,22749,SQL
9395,22749,Swift
9395,22749,TypeScript
9396,22750,C#
9396,22750,SQL
9397,22755,Assembly
9397,22755,Bash/Shell/PowerShell
9397,22755,C
9397,22755,HTML/CSS
9397,22755,Java
9397,22755,JavaScript
9397,22755,PHP
9397,22755,Python
9397,22755,R
9397,22755,SQL
9398,22756,Bash/Shell/PowerShell
9398,22756,Python
9398,22756,SQL
9399,22758,C#
9399,22758,HTML/CSS
9399,22758,JavaScript
9399,22758,SQL
9399,22758,TypeScript
9400,22761,C
9400,22761,C++
9400,22761,HTML/CSS
9400,22761,JavaScript
9400,22761,TypeScript
9401,22762,Bash/Shell/PowerShell
9401,22762,Dart
9401,22762,HTML/CSS
9401,22762,JavaScript
9401,22762,Python
9401,22762,Scala
9401,22762,SQL
9402,22765,Go
9402,22765,JavaScript
9402,22765,Python
9402,22765,R
9402,22765,Ruby
9402,22765,WebAssembly
9403,22768,HTML/CSS
9403,22768,JavaScript
9403,22768,PHP
9404,22776,C#
9404,22776,Java
9404,22776,Scala
9405,22777,HTML/CSS
9405,22777,JavaScript
9405,22777,PHP
9405,22777,TypeScript
9406,22779,C++
9406,22779,Java
9406,22779,Python
9406,22779,Rust
9406,22779,Swift
9407,22781,C
9407,22781,C++
9407,22781,Java
9407,22781,JavaScript
9407,22781,Python
9407,22781,Ruby
9408,22782,Bash/Shell/PowerShell
9408,22782,C++
9408,22782,JavaScript
9408,22782,Python
9408,22782,Rust
9408,22782,TypeScript
9409,22788,C++
9409,22788,C#
9409,22788,Go
9409,22788,HTML/CSS
9409,22788,Java
9409,22788,JavaScript
9409,22788,PHP
9409,22788,Python
9409,22788,SQL
9410,22789,Bash/Shell/PowerShell
9410,22789,HTML/CSS
9410,22789,Java
9410,22789,JavaScript
9410,22789,Python
9411,22791,Go
9412,22794,Go
9412,22794,Java
9412,22794,JavaScript
9412,22794,Kotlin
9412,22794,Scala
9413,22797,Elixir
9413,22797,Go
9413,22797,Python
9413,22797,Rust
9414,22799,C#
9414,22799,F#
9414,22799,HTML/CSS
9414,22799,JavaScript
9414,22799,Rust
9415,22802,Java
9415,22802,JavaScript
9415,22802,SQL
9415,22802,TypeScript
9416,22805,Bash/Shell/PowerShell
9416,22805,C#
9416,22805,HTML/CSS
9416,22805,JavaScript
9417,22807,C++
9417,22807,Kotlin
9417,22807,Python
9418,22809,C#
9418,22809,WebAssembly
9419,22810,Bash/Shell/PowerShell
9419,22810,C#
9419,22810,F#
9419,22810,HTML/CSS
9419,22810,JavaScript
9419,22810,SQL
9419,22810,TypeScript
9420,22818,Bash/Shell/PowerShell
9420,22818,Go
9420,22818,HTML/CSS
9420,22818,Python
9420,22818,Rust
9420,22818,SQL
9421,22822,JavaScript
9421,22822,TypeScript
9422,22825,Assembly
9422,22825,C
9422,22825,Clojure
9422,22825,JavaScript
9422,22825,Scala
9422,22825,Swift
9422,22825,TypeScript
9422,22825,WebAssembly
9423,22826,C
9423,22826,C++
9423,22826,C#
9423,22826,Go
9423,22826,JavaScript
9423,22826,TypeScript
9423,22826,WebAssembly
9424,22831,Bash/Shell/PowerShell
9424,22831,C#
9424,22831,HTML/CSS
9424,22831,JavaScript
9424,22831,Python
9424,22831,TypeScript
9425,22836,Bash/Shell/PowerShell
9425,22836,HTML/CSS
9425,22836,JavaScript
9425,22836,Objective-C
9425,22836,TypeScript
9426,22837,Bash/Shell/PowerShell
9426,22837,Go
9426,22837,HTML/CSS
9426,22837,JavaScript
9426,22837,Python
9426,22837,Ruby
9426,22837,Rust
9426,22837,SQL
9427,22839,Python
9427,22839,TypeScript
9428,22842,C#
9428,22842,JavaScript
9428,22842,TypeScript
9429,22844,HTML/CSS
9429,22844,Java
9429,22844,JavaScript
9429,22844,SQL
9430,22846,C#
9430,22846,HTML/CSS
9430,22846,Java
9430,22846,JavaScript
9430,22846,PHP
9430,22846,Python
9430,22846,R
9430,22846,Ruby
9430,22846,Swift
9431,22847,HTML/CSS
9431,22847,Java
9431,22847,JavaScript
9431,22847,Kotlin
9431,22847,SQL
9431,22847,Swift
9431,22847,TypeScript
9432,22849,C#
9432,22849,JavaScript
9432,22849,SQL
9432,22849,TypeScript
9433,22853,Go
9433,22853,HTML/CSS
9433,22853,JavaScript
9433,22853,Kotlin
9433,22853,PHP
9433,22853,Python
9433,22853,SQL
9433,22853,TypeScript
9434,22855,C
9434,22855,C++
9434,22855,C#
9434,22855,Python
9434,22855,SQL
9434,22855,VBA
9435,22866,HTML/CSS
9435,22866,JavaScript
9435,22866,Python
9435,22866,R
9435,22866,Rust
9435,22866,TypeScript
9435,22866,WebAssembly
9436,22869,Bash/Shell/PowerShell
9436,22869,C
9436,22869,C#
9436,22869,HTML/CSS
9436,22869,Java
9436,22869,JavaScript
9436,22869,Python
9436,22869,SQL
9437,22872,Bash/Shell/PowerShell
9437,22872,Python
9438,22874,Bash/Shell/PowerShell
9438,22874,Go
9438,22874,HTML/CSS
9438,22874,JavaScript
9438,22874,PHP
9438,22874,Python
9438,22874,SQL
9439,22875,C#
9439,22875,Elixir
9439,22875,JavaScript
9439,22875,SQL
9440,22877,Bash/Shell/PowerShell
9440,22877,Python
9441,22879,Erlang
9441,22879,Go
9441,22879,Java
9442,22880,Swift
9442,22880,TypeScript
9443,22882,Java
9443,22882,JavaScript
9443,22882,TypeScript
9444,22884,Go
9444,22884,HTML/CSS
9444,22884,JavaScript
9444,22884,SQL
9444,22884,TypeScript
9444,22884,WebAssembly
9445,22885,C#
9445,22885,Go
9445,22885,HTML/CSS
9445,22885,JavaScript
9445,22885,Python
9445,22885,Rust
9445,22885,SQL
9445,22885,TypeScript
9445,22885,WebAssembly
9446,22886,Bash/Shell/PowerShell
9446,22886,HTML/CSS
9446,22886,Java
9446,22886,R
9447,22887,Go
9447,22887,HTML/CSS
9447,22887,JavaScript
9447,22887,PHP
9447,22887,SQL
9448,22892,Clojure
9448,22892,HTML/CSS
9448,22892,Java
9448,22892,JavaScript
9448,22892,Ruby
9448,22892,Rust
9448,22892,SQL
9449,22894,C#
9449,22894,Kotlin
9449,22894,SQL
9450,22903,Go
9450,22903,JavaScript
9450,22903,Python
9450,22903,SQL
9451,22904,Bash/Shell/PowerShell
9451,22904,HTML/CSS
9451,22904,JavaScript
9451,22904,Ruby
9451,22904,SQL
9452,22908,HTML/CSS
9452,22908,Java
9452,22908,JavaScript
9452,22908,Kotlin
9452,22908,Python
9452,22908,R
9452,22908,Scala
9453,22909,Bash/Shell/PowerShell
9453,22909,C++
9453,22909,Java
9453,22909,JavaScript
9453,22909,Python
9453,22909,Ruby
9453,22909,Swift
9453,22909,WebAssembly
9454,22912,C#
9454,22912,JavaScript
9454,22912,Python
9454,22912,Rust
9454,22912,TypeScript
9455,22913,C
9455,22913,C++
9455,22913,C#
9455,22913,Go
9455,22913,HTML/CSS
9455,22913,Java
9455,22913,JavaScript
9455,22913,Kotlin
9455,22913,TypeScript
9456,22914,C++
9456,22914,Go
9456,22914,Kotlin
9456,22914,Rust
9457,22915,Dart
9457,22915,Go
9457,22915,HTML/CSS
9457,22915,Java
9457,22915,JavaScript
9457,22915,Kotlin
9457,22915,Python
9457,22915,Ruby
9457,22915,Rust
9457,22915,Swift
9457,22915,TypeScript
9458,22916,Clojure
9458,22916,Java
9458,22916,Scala
9459,22919,C#
9459,22919,F#
9459,22919,Java
9459,22919,Kotlin
9459,22919,Python
9459,22919,R
9459,22919,SQL
9459,22919,TypeScript
9459,22919,Other(s):
9460,22930,Java
9460,22930,JavaScript
9460,22930,TypeScript
9461,22931,Elixir
9461,22931,Rust
9462,22932,C#
9462,22932,SQL
9462,22932,Other(s):
9463,22933,Bash/Shell/PowerShell
9463,22933,HTML/CSS
9463,22933,SQL
9464,22948,C#
9464,22948,HTML/CSS
9464,22948,JavaScript
9464,22948,Python
9464,22948,SQL
9464,22948,Swift
9464,22948,TypeScript
9464,22948,WebAssembly
9465,22951,C#
9465,22951,F#
9465,22951,Python
9466,22952,Bash/Shell/PowerShell
9466,22952,Java
9466,22952,Kotlin
9466,22952,Python
9466,22952,Scala
9466,22952,SQL
9466,22952,WebAssembly
9467,22955,Bash/Shell/PowerShell
9467,22955,C
9467,22955,C#
9467,22955,Go
9467,22955,HTML/CSS
9467,22955,JavaScript
9467,22955,Python
9467,22955,R
9467,22955,TypeScript
9468,22956,C
9468,22956,C++
9468,22956,JavaScript
9468,22956,Python
9468,22956,Other(s):
9469,22957,Bash/Shell/PowerShell
9469,22957,C++
9469,22957,Python
9469,22957,SQL
9470,22960,C++
9470,22960,Go
9470,22960,Python
9470,22960,SQL
9471,22964,Dart
9471,22964,Go
9471,22964,JavaScript
9472,22965,Go
9472,22965,JavaScript
9472,22965,Kotlin
9472,22965,Python
9472,22965,Ruby
9472,22965,Swift
9473,22966,C
9473,22966,Go
9473,22966,HTML/CSS
9473,22966,Java
9473,22966,Kotlin
9473,22966,Python
9474,22967,
9475,22971,Bash/Shell/PowerShell
9475,22971,HTML/CSS
9475,22971,Java
9475,22971,JavaScript
9475,22971,Kotlin
9475,22971,SQL
9476,22972,HTML/CSS
9476,22972,JavaScript
9476,22972,SQL
9476,22972,TypeScript
9476,22972,WebAssembly
9477,22973,Bash/Shell/PowerShell
9477,22973,Elixir
9477,22973,Ruby
9478,22974,Dart
9478,22974,Kotlin
9478,22974,Swift
9479,22976,Go
9479,22976,Kotlin
9479,22976,Python
9480,22980,C#
9480,22980,Go
9480,22980,SQL
9481,22981,Python
9481,22981,R
9482,22982,Java
9482,22982,JavaScript
9482,22982,SQL
9483,22983,C#
9483,22983,Clojure
9483,22983,Elixir
9483,22983,Erlang
9483,22983,F#
9483,22983,Go
9483,22983,JavaScript
9483,22983,Python
9483,22983,SQL
9483,22983,TypeScript
9483,22983,WebAssembly
9484,22984,Java
9484,22984,JavaScript
9484,22984,SQL
9485,22986,C++
9485,22986,Dart
9485,22986,HTML/CSS
9485,22986,JavaScript
9486,22987,C
9486,22987,C++
9486,22987,Clojure
9486,22987,Erlang
9486,22987,Go
9486,22987,HTML/CSS
9486,22987,JavaScript
9486,22987,Python
9486,22987,Rust
9486,22987,SQL
9486,22987,Swift
9486,22987,TypeScript
9486,22987,WebAssembly
9487,22988,Bash/Shell/PowerShell
9487,22988,C++
9487,22988,C#
9487,22988,HTML/CSS
9487,22988,SQL
9488,22989,C
9488,22989,C#
9488,22989,Dart
9488,22989,F#
9488,22989,Python
9488,22989,SQL
9489,22992,Java
9489,22992,Scala
9489,22992,SQL
9490,22996,C#
9490,22996,HTML/CSS
9490,22996,Java
9490,22996,JavaScript
9490,22996,Kotlin
9490,22996,PHP
9490,22996,Python
9490,22996,SQL
9490,22996,TypeScript
9491,22998,HTML/CSS
9491,22998,JavaScript
9491,22998,PHP
9492,23001,Python
9492,23001,SQL
9493,23010,Go
9494,23012,C#
9494,23012,F#
9494,23012,Python
9495,23013,Go
9495,23013,HTML/CSS
9495,23013,JavaScript
9495,23013,PHP
9495,23013,SQL
9496,23015,Python
9497,23016,Go
9497,23016,HTML/CSS
9497,23016,Java
9497,23016,JavaScript
9497,23016,Python
9497,23016,SQL
9498,23019,C#
9498,23019,HTML/CSS
9498,23019,JavaScript
9498,23019,Scala
9498,23019,SQL
9499,23027,C++
9499,23027,JavaScript
9499,23027,Python
9499,23027,R
9499,23027,SQL
9500,23029,C#
9500,23029,HTML/CSS
9500,23029,JavaScript
9500,23029,Python
9501,23030,C#
9502,23033,C++
9502,23033,JavaScript
9502,23033,Kotlin
9502,23033,PHP
9502,23033,Python
9503,23035,C#
9503,23035,HTML/CSS
9503,23035,JavaScript
9503,23035,Python
9503,23035,SQL
9503,23035,TypeScript
9504,23036,HTML/CSS
9504,23036,JavaScript
9504,23036,Python
9504,23036,TypeScript
9505,23037,Bash/Shell/PowerShell
9505,23037,HTML/CSS
9505,23037,JavaScript
9505,23037,Python
9505,23037,Ruby
9505,23037,SQL
9506,23043,Assembly
9506,23043,C
9506,23043,C++
9506,23043,Go
9506,23043,Python
9507,23045,Swift
9507,23045,TypeScript
9507,23045,WebAssembly
9508,23047,Clojure
9508,23047,Erlang
9509,23049,Clojure
9509,23049,Scala
9510,23053,Bash/Shell/PowerShell
9510,23053,HTML/CSS
9510,23053,JavaScript
9510,23053,PHP
9510,23053,SQL
9510,23053,TypeScript
9511,23054,Bash/Shell/PowerShell
9511,23054,HTML/CSS
9511,23054,Java
9511,23054,JavaScript
9511,23054,Python
9511,23054,R
9511,23054,SQL
9511,23054,TypeScript
9512,23056,Bash/Shell/PowerShell
9512,23056,Go
9512,23056,HTML/CSS
9512,23056,Python
9512,23056,Ruby
9512,23056,SQL
9513,23057,Bash/Shell/PowerShell
9513,23057,Go
9513,23057,HTML/CSS
9513,23057,JavaScript
9513,23057,Rust
9513,23057,TypeScript
9514,23058,HTML/CSS
9514,23058,JavaScript
9514,23058,Python
9515,23059,HTML/CSS
9515,23059,JavaScript
9515,23059,Kotlin
9515,23059,PHP
9515,23059,Python
9515,23059,SQL
9516,23061,C
9516,23061,C++
9516,23061,Go
9516,23061,Java
9516,23061,Python
9516,23061,Ruby
9516,23061,Rust
9516,23061,Scala
9516,23061,SQL
9516,23061,WebAssembly
9517,23063,C#
9517,23063,F#
9517,23063,HTML/CSS
9517,23063,JavaScript
9517,23063,TypeScript
9517,23063,WebAssembly
9518,23065,Go
9518,23065,HTML/CSS
9518,23065,JavaScript
9518,23065,PHP
9518,23065,Python
9518,23065,SQL
9519,23067,C#
9519,23067,SQL
9519,23067,TypeScript
9520,23068,HTML/CSS
9520,23068,JavaScript
9520,23068,TypeScript
9521,23069,Bash/Shell/PowerShell
9521,23069,C++
9521,23069,HTML/CSS
9521,23069,Java
9521,23069,JavaScript
9521,23069,Python
9521,23069,SQL
9522,23070,C#
9522,23070,HTML/CSS
9522,23070,JavaScript
9522,23070,Python
9522,23070,TypeScript
9523,23071,HTML/CSS
9523,23071,JavaScript
9523,23071,PHP
9523,23071,SQL
9523,23071,TypeScript
9524,23072,Java
